Customer Id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Customer Segment
ORD-10542,97,1,2400000,3,2,3,Loyal
ORD-10543,84,1,750000,3,2,2,Loyal
ORD-10544,24,1,17000000,4,2,4,Loyal
ORD-10545,173,1,150000,1,2,1,Hibernating
ORD-10546,191,1,3600000,1,2,4,Hibernating
ORD-10547,41,1,150000,4,2,1,Loyal
ORD-10548,19,1,1200000,4,2,3,Loyal
ORD-10549,182,1,500000,1,2,2,Hibernating
ORD-10550,116,1,1200000,2,2,3,Hibernating
ORD-10551,83,1,17000000,3,2,4,Loyal
ORD-10552,84,1,900000,3,2,2,Loyal
ORD-10553,157,1,500000,2,2,2,Hibernating
ORD-10554,1,1,300000,4,2,1,Loyal
ORD-10555,172,1,1200000,1,2,3,Hibernating
ORD-10556,97,1,25500000,3,2,4,Loyal
ORD-10557,110,1,2400000,2,2,3,Hibernating
ORD-10558,171,1,450000,1,2,1,Hibernating
ORD-10559,157,1,3600000,2,2,4,Hibernating
ORD-10560,87,1,450000,3,2,1,Loyal
ORD-10561,122,1,500000,2,2,2,Hibernating
ORD-10562,66,1,150000,3,2,1,Loyal
ORD-10563,164,1,25500000,1,2,4,Hibernating
ORD-10564,144,1,500000,2,2,2,Hibernating
ORD-10565,165,1,500000,1,2,2,Hibernating
ORD-10566,201,1,25500000,1,2,4,Hibernating
ORD-10567,151,1,2400000,2,2,3,Hibernating
ORD-10568,200,1,1200000,1,2,3,Hibernating
ORD-10569,42,1,900000,4,2,2,Loyal
ORD-10570,166,1,500000,1,2,2,Hibernating
ORD-10571,173,1,300000,1,2,1,Hibernating
ORD-10572,145,1,1350000,2,2,3,Hibernating
ORD-10573,91,1,250000,3,2,1,Loyal
ORD-10574,76,1,300000,3,2,1,Loyal
ORD-10575,146,1,8500000,2,2,4,Hibernating
ORD-10576,100,1,1200000,3,2,3,Loyal
ORD-10577,1,1,25500000,4,2,4,Loyal
ORD-10578,129,1,17000000,2,2,4,Hibernating
ORD-10579,47,1,1200000,4,2,3,Loyal
ORD-10580,192,1,17000000,1,2,4,Hibernating
ORD-10581,71,1,1350000,3,2,3,Loyal
ORD-10582,49,1,8500000,4,2,4,Loyal
ORD-10583,75,1,17000000,3,2,4,Loyal
ORD-10584,44,1,8500000,4,2,4,Loyal
ORD-10585,24,1,450000,4,2,1,Loyal
ORD-10586,19,1,750000,4,2,2,Loyal
ORD-10587,170,1,250000,1,2,1,Hibernating
ORD-10588,67,1,750000,3,2,2,Loyal
ORD-10589,176,1,450000,1,2,1,Hibernating
ORD-10590,202,1,2400000,1,2,3,Hibernating
ORD-10591,16,1,750000,4,2,2,Loyal
ORD-10592,184,1,450000,1,2,1,Hibernating
ORD-10593,164,1,900000,1,2,2,Hibernating
ORD-10594,140,1,750000,2,2,2,Hibernating
ORD-10595,93,1,1350000,3,2,3,Loyal
ORD-10596,138,1,900000,2,2,2,Hibernating
ORD-10597,43,1,17000000,4,2,4,Loyal
ORD-10598,200,1,750000,1,2,2,Hibernating
ORD-10599,171,1,1350000,1,2,3,Hibernating
ORD-10600,158,1,2400000,2,2,3,Hibernating
ORD-10601,78,1,8500000,3,2,4,Loyal
ORD-10602,187,1,500000,1,2,2,Hibernating
ORD-10603,183,1,450000,1,2,1,Hibernating
ORD-10604,12,1,450000,4,2,1,Loyal
ORD-10605,3,1,900000,4,2,2,Loyal
ORD-10606,216,1,450000,1,2,2,Hibernating
ORD-10607,134,1,300000,2,2,1,Hibernating
ORD-10608,70,1,25500000,3,2,4,Loyal
ORD-10609,22,1,8500000,4,2,4,Loyal
ORD-10610,144,1,25500000,2,2,4,Hibernating
ORD-10611,17,1,8500000,4,2,4,Loyal
ORD-10612,2,1,1200000,4,2,3,Loyal
ORD-10613,47,1,750000,4,2,2,Loyal
ORD-10614,99,1,25500000,3,2,4,Loyal
ORD-10615,85,1,900000,3,2,2,Loyal
ORD-10616,42,1,150000,4,2,1,Loyal
ORD-10617,104,1,1200000,3,2,3,Loyal
ORD-10618,169,1,25500000,1,2,4,Hibernating
ORD-10619,75,1,8500000,3,2,4,Loyal
ORD-10620,169,1,2400000,1,2,3,Hibernating
ORD-10621,81,1,3600000,3,2,4,Loyal
ORD-10622,2,1,17000000,4,2,4,Loyal
ORD-10623,76,1,3600000,3,2,4,Loyal
ORD-10624,72,1,8500000,3,2,4,Loyal
ORD-10625,163,1,450000,1,2,2,Hibernating
ORD-10626,70,1,900000,3,2,2,Loyal
ORD-10627,83,1,450000,3,2,2,Loyal
ORD-10628,109,1,3600000,2,2,4,Hibernating
ORD-10629,202,1,150000,1,2,1,Hibernating
ORD-10630,8,1,300000,4,2,1,Loyal
ORD-10631,165,1,300000,1,2,1,Hibernating
ORD-10632,105,1,1200000,3,2,3,Loyal
ORD-10633,103,1,1350000,3,2,3,Loyal
ORD-10634,10,1,17000000,4,2,4,Loyal
ORD-10635,207,1,2400000,1,2,3,Hibernating
ORD-10636,96,1,150000,3,2,1,Loyal
ORD-10637,194,1,25500000,1,2,4,Hibernating
ORD-10638,35,1,500000,4,2,2,Loyal
ORD-10639,8,1,8500000,4,2,4,Loyal
ORD-10640,174,1,300000,1,2,1,Hibernating
ORD-10641,47,1,900000,4,2,2,Loyal
ORD-10642,66,1,17000000,3,2,4,Loyal
ORD-10643,107,1,17000000,2,2,4,Hibernating
ORD-10644,199,1,2400000,1,2,3,Hibernating
ORD-10645,106,1,250000,3,2,1,Loyal
ORD-10646,15,1,3600000,4,2,4,Loyal
ORD-10647,49,1,250000,4,2,1,Loyal
ORD-10648,20,1,2400000,4,2,3,Loyal
ORD-10649,64,1,450000,3,2,2,Loyal
ORD-10650,12,1,3600000,4,2,4,Loyal
ORD-10651,117,1,3600000,2,2,4,Hibernating
ORD-10652,106,1,500000,3,2,2,Loyal
ORD-10653,183,1,300000,1,2,1,Hibernating
ORD-10654,98,1,8500000,3,2,4,Loyal
ORD-10655,156,1,25500000,2,2,4,Hibernating
ORD-10656,83,1,250000,3,2,1,Loyal
ORD-10657,35,1,250000,4,2,1,Loyal
ORD-10658,211,1,300000,1,2,1,Hibernating
ORD-10659,21,1,300000,4,2,1,Loyal
ORD-10660,145,1,8500000,2,2,4,Hibernating
ORD-10661,140,1,1350000,2,2,3,Hibernating
ORD-10662,221,1,150000,1,2,1,Hibernating
ORD-10663,102,1,900000,3,2,2,Loyal
ORD-10664,188,1,17000000,1,2,4,Hibernating
ORD-10665,14,1,750000,4,2,2,Loyal
ORD-10666,8,1,25500000,4,2,4,Loyal
ORD-10667,179,1,150000,1,2,1,Hibernating
ORD-10668,145,1,1200000,2,2,3,Hibernating
ORD-10669,35,1,500000,4,2,2,Loyal
ORD-10670,91,1,8500000,3,2,4,Loyal
ORD-10671,130,1,3600000,2,2,4,Hibernating
ORD-10672,212,1,17000000,1,2,4,Hibernating
ORD-10673,15,1,750000,4,2,2,Loyal
ORD-10674,48,1,250000,4,2,1,Loyal
ORD-10675,58,1,500000,3,2,2,Loyal
ORD-10676,22,1,3600000,4,2,4,Loyal
ORD-10677,55,1,300000,3,2,1,Loyal
ORD-10678,153,1,300000,2,2,1,Hibernating
ORD-10679,132,1,250000,2,2,1,Hibernating
ORD-10680,200,1,150000,1,2,1,Hibernating
ORD-10681,205,1,1200000,1,2,3,Hibernating
ORD-10682,205,1,750000,1,2,2,Hibernating
ORD-10683,29,1,750000,4,2,2,Loyal
ORD-10684,31,1,500000,4,2,2,Loyal
ORD-10685,138,1,2400000,2,2,3,Hibernating
ORD-10686,107,1,300000,2,2,1,Hibernating
ORD-10687,152,1,1350000,2,2,3,Hibernating
ORD-10688,161,1,3600000,2,2,4,Hibernating
ORD-10689,70,1,250000,3,2,1,Loyal
ORD-10690,108,1,450000,2,2,2,Hibernating
ORD-10691,21,1,1200000,4,2,3,Loyal
ORD-10692,47,1,1350000,4,2,3,Loyal
ORD-10693,2,1,1200000,4,2,3,Loyal
ORD-10694,136,1,3600000,2,2,4,Hibernating
ORD-10695,49,1,8500000,4,2,4,Loyal
ORD-10696,22,1,1200000,4,2,3,Loyal
ORD-10697,192,1,900000,1,2,2,Hibernating
ORD-10698,32,1,750000,4,2,2,Loyal
ORD-10699,14,1,450000,4,2,2,Loyal
ORD-10700,30,1,1350000,4,2,3,Loyal
ORD-10701,145,1,900000,2,2,2,Hibernating
ORD-10702,135,1,300000,2,2,1,Hibernating
ORD-10703,79,1,8500000,3,2,4,Loyal
ORD-10704,156,1,900000,2,2,2,Hibernating
ORD-10705,211,1,450000,1,2,2,Hibernating
ORD-10706,193,1,250000,1,2,1,Hibernating
ORD-10707,33,1,17000000,4,2,4,Loyal
ORD-10708,131,1,750000,2,2,2,Hibernating
ORD-10709,189,1,3600000,1,2,4,Hibernating
ORD-10710,56,1,750000,3,2,2,Loyal
ORD-10711,40,1,300000,4,2,1,Loyal
ORD-10712,139,1,150000,2,2,1,Hibernating
ORD-10713,177,1,25500000,1,2,4,Hibernating
ORD-10714,212,1,250000,1,2,1,Hibernating
ORD-10715,205,1,150000,1,2,1,Hibernating
ORD-10716,95,1,1350000,3,2,3,Loyal
ORD-10717,19,1,450000,4,2,2,Loyal
ORD-10718,144,1,250000,2,2,1,Hibernating
ORD-10719,25,1,250000,4,2,1,Loyal
ORD-10720,104,1,25500000,3,2,4,Loyal
ORD-10721,81,1,25500000,3,2,4,Loyal
ORD-10722,85,1,450000,3,2,2,Loyal
ORD-10723,169,1,250000,1,2,1,Hibernating
ORD-10724,56,1,8500000,3,2,4,Loyal
ORD-10725,27,1,25500000,4,2,4,Loyal
ORD-10726,133,1,25500000,2,2,4,Hibernating
ORD-10727,33,1,300000,4,2,1,Loyal
ORD-10728,132,1,450000,2,2,2,Hibernating
ORD-10729,19,1,17000000,4,2,4,Loyal
ORD-10730,166,1,500000,1,2,2,Hibernating
ORD-10731,165,1,25500000,1,2,4,Hibernating
ORD-10732,118,1,8500000,2,2,4,Hibernating
ORD-10733,32,1,900000,4,2,2,Loyal
ORD-10734,137,1,1350000,2,2,3,Hibernating
ORD-10735,166,1,450000,1,2,2,Hibernating
ORD-10736,40,1,450000,4,2,2,Loyal
ORD-10737,44,1,3600000,4,2,4,Loyal
ORD-10738,165,1,300000,1,2,1,Hibernating
ORD-10739,8,1,8500000,4,2,4,Loyal
ORD-10740,28,1,250000,4,2,1,Loyal
ORD-10741,19,1,8500000,4,2,4,Loyal
ORD-10742,89,1,900000,3,2,2,Loyal
ORD-10743,133,1,1200000,2,2,3,Hibernating
ORD-10744,131,1,1200000,2,2,3,Hibernating
ORD-10745,18,1,25500000,4,2,4,Loyal
ORD-10746,216,1,250000,1,2,1,Hibernating
ORD-10747,77,1,150000,3,2,1,Loyal
ORD-10748,103,1,250000,3,2,1,Loyal
ORD-10749,72,1,500000,3,2,2,Loyal
ORD-10750,95,1,150000,3,3,1,Loyal
ORD-10751,48,1,500000,4,3,2,Loyal
ORD-10752,113,1,3600000,2,3,4,At Risk
ORD-10753,42,1,500000,4,3,2,Loyal
ORD-10754,62,1,750000,3,3,2,Loyal
ORD-10755,49,1,17000000,4,3,4,Champions
ORD-10756,62,1,300000,3,3,1,Loyal
ORD-10757,53,1,17000000,4,3,4,Champions
ORD-10758,142,1,900000,2,3,2,At Risk
ORD-10759,190,1,3600000,1,3,4,At Risk
ORD-10760,78,1,1350000,3,3,3,Champions
ORD-10761,184,1,2400000,1,3,3,At Risk
ORD-10762,36,1,8500000,4,3,4,Champions
ORD-10763,99,1,450000,3,3,2,Loyal
ORD-10764,150,1,900000,2,3,2,At Risk
ORD-10765,210,1,17000000,1,3,4,At Risk
ORD-10766,85,1,1350000,3,3,3,Champions
ORD-10767,143,1,500000,2,3,2,At Risk
ORD-10768,85,1,900000,3,3,2,Loyal
ORD-10769,194,1,3600000,1,3,4,At Risk
ORD-10770,47,1,900000,4,3,2,Loyal
ORD-10771,193,1,450000,1,3,2,At Risk
ORD-10772,139,1,450000,2,3,2,At Risk
ORD-10773,48,1,150000,4,3,1,Loyal
ORD-10774,91,1,1200000,3,3,3,Champions
ORD-10775,8,1,250000,4,3,1,Loyal
ORD-10776,26,1,300000,4,3,1,Loyal
ORD-10777,22,1,450000,4,3,2,Loyal
ORD-10778,59,1,8500000,3,3,4,Champions
ORD-10779,200,1,300000,1,3,1,At Risk
ORD-10780,122,1,25500000,2,3,4,At Risk
ORD-10781,92,1,750000,3,3,2,Loyal
ORD-10782,113,1,150000,2,3,1,At Risk
ORD-10783,139,1,500000,2,3,2,At Risk
ORD-10784,5,1,17000000,4,3,4,Champions
ORD-10785,148,1,900000,2,3,2,At Risk
ORD-10786,126,1,750000,2,3,2,At Risk
ORD-10787,3,1,1350000,4,3,3,Champions
ORD-10788,127,1,8500000,2,3,4,At Risk
ORD-10789,126,1,150000,2,3,1,At Risk
ORD-10790,6,1,25500000,4,3,4,Champions
ORD-10791,46,1,750000,4,3,2,Loyal
ORD-10792,101,1,500000,3,3,2,Loyal
ORD-10793,49,1,450000,4,3,2,Loyal
ORD-10794,70,1,2400000,3,3,3,Champions
ORD-10795,37,1,500000,4,3,2,Loyal
ORD-10796,7,1,450000,4,3,2,Loyal
ORD-10797,136,1,750000,2,3,2,At Risk
ORD-10798,25,1,300000,4,3,1,Loyal
ORD-10799,168,1,500000,1,3,2,At Risk
ORD-10800,106,1,3600000,3,3,4,Champions
ORD-10801,209,1,450000,1,3,2,At Risk
ORD-10802,195,1,150000,1,3,1,At Risk
ORD-10803,219,1,25500000,1,3,4,At Risk
ORD-10804,21,1,250000,4,3,1,Loyal
ORD-10805,200,1,25500000,1,3,4,At Risk
ORD-10806,31,1,3600000,4,3,4,Champions
ORD-10807,50,1,8500000,4,3,4,Champions
ORD-10808,133,1,1350000,2,3,3,At Risk
ORD-10809,84,1,750000,3,3,2,Loyal
ORD-10810,206,1,300000,1,3,1,At Risk
ORD-10811,29,1,3600000,4,3,4,Champions
ORD-10812,14,1,900000,4,3,2,Loyal
ORD-10813,8,1,3600000,4,3,4,Champions
ORD-10814,8,1,900000,4,3,2,Loyal
ORD-10815,153,1,1200000,2,3,3,At Risk
ORD-10816,183,1,1200000,1,3,3,At Risk
ORD-10817,105,1,500000,3,3,2,Loyal
ORD-10818,158,1,750000,2,3,2,At Risk
ORD-10819,82,1,900000,3,3,2,Loyal
ORD-10820,142,1,300000,2,3,1,At Risk
ORD-10821,93,1,250000,3,3,1,Loyal
ORD-10822,31,1,250000,4,3,1,Loyal
ORD-10823,135,1,750000,2,3,2,At Risk
ORD-10824,192,1,750000,1,3,2,At Risk
ORD-10825,177,1,450000,1,3,2,At Risk
ORD-10826,139,1,2400000,2,3,3,At Risk
ORD-10827,167,1,450000,1,3,2,At Risk
ORD-10828,216,1,450000,1,3,2,At Risk
ORD-10829,28,1,750000,4,3,2,Loyal
ORD-10830,72,1,17000000,3,3,4,Champions
ORD-10831,85,1,8500000,3,3,4,Champions
ORD-10832,155,1,450000,2,3,2,At Risk
ORD-10833,219,1,3600000,1,3,4,At Risk
ORD-10834,212,1,300000,1,3,1,At Risk
ORD-10835,132,1,1200000,2,3,3,At Risk
ORD-10836,173,1,150000,1,3,1,At Risk
ORD-10837,131,1,900000,2,3,2,At Risk
ORD-10838,46,1,17000000,4,3,4,Champions
ORD-10839,159,1,750000,2,3,2,At Risk
ORD-10840,25,1,25500000,4,3,4,Champions
ORD-10841,54,1,900000,3,3,2,Loyal
ORD-10842,118,1,25500000,2,3,4,At Risk
ORD-10843,111,1,3600000,2,3,4,At Risk
ORD-10844,107,1,450000,2,3,2,At Risk
ORD-10845,148,1,8500000,2,3,4,At Risk
ORD-10846,75,1,8500000,3,3,4,Champions
ORD-10847,139,1,500000,2,3,2,At Risk
ORD-10848,123,1,300000,2,3,1,At Risk
ORD-10849,185,1,450000,1,3,2,At Risk
ORD-10850,63,1,500000,3,3,2,Loyal
ORD-10851,78,1,900000,3,3,2,Loyal
ORD-10852,167,1,250000,1,3,1,At Risk
ORD-10853,161,1,1350000,2,3,3,At Risk
ORD-10854,109,1,3600000,2,3,4,At Risk
ORD-10855,125,1,3600000,2,3,4,At Risk
ORD-10856,149,1,2400000,2,3,3,At Risk
ORD-10857,155,1,17000000,2,3,4,At Risk
ORD-10858,115,1,450000,2,3,2,At Risk
ORD-10859,79,1,1200000,3,3,3,Champions
ORD-10860,75,1,25500000,3,3,4,Champions
ORD-10861,122,1,300000,2,3,1,At Risk
ORD-10862,66,1,450000,3,3,2,Loyal
ORD-10863,102,1,250000,3,3,1,Loyal
ORD-10864,173,1,500000,1,3,2,At Risk
ORD-10865,19,1,300000,4,3,1,Loyal
ORD-10866,211,1,450000,1,3,2,At Risk
ORD-10867,113,1,1350000,2,3,3,At Risk
ORD-10868,177,1,450000,1,3,2,At Risk
ORD-10869,41,1,300000,4,3,1,Loyal
ORD-10870,113,1,1350000,2,3,3,At Risk
ORD-10871,183,1,250000,1,3,1,At Risk
ORD-10872,221,1,900000,1,3,2,At Risk
ORD-10873,202,1,3600000,1,3,4,At Risk
ORD-10874,48,1,750000,4,3,2,Loyal
ORD-10875,221,1,150000,1,3,1,At Risk
ORD-10876,195,1,25500000,1,3,4,At Risk
ORD-10877,217,1,500000,1,3,2,At Risk
ORD-10878,99,1,3600000,3,3,4,Champions
ORD-10879,115,1,450000,2,3,2,At Risk
ORD-10880,11,1,500000,4,3,2,Loyal
ORD-10881,43,1,500000,4,3,2,Loyal
ORD-10882,186,1,1350000,1,3,3,At Risk
ORD-10883,106,1,25500000,3,3,4,Champions
ORD-10884,174,1,900000,1,3,2,At Risk
ORD-10885,146,1,750000,2,3,2,At Risk
ORD-10886,191,1,17000000,1,3,4,At Risk
ORD-10887,212,1,300000,1,3,1,At Risk
ORD-10888,29,1,17000000,4,3,4,Champions
ORD-10889,46,1,17000000,4,3,4,Champions
ORD-10890,27,1,500000,4,3,2,Loyal
ORD-10891,136,1,8500000,2,3,4,At Risk
ORD-10892,24,1,900000,4,3,2,Loyal
ORD-10893,37,1,3600000,4,3,4,Champions
ORD-10894,156,1,250000,2,3,1,At Risk
ORD-10895,145,1,300000,2,3,1,At Risk
ORD-10896,142,1,25500000,2,3,4,At Risk
ORD-10897,45,1,900000,4,3,2,Loyal
ORD-10898,137,1,1350000,2,3,3,At Risk
ORD-10899,65,1,450000,3,3,2,Loyal
ORD-10900,184,1,25500000,1,3,4,At Risk
ORD-10901,22,1,3600000,4,3,4,Champions
ORD-10902,136,1,450000,2,3,2,At Risk
ORD-10903,221,1,25500000,1,3,4,At Risk
ORD-10904,211,1,750000,1,3,2,At Risk
ORD-10905,152,1,1200000,2,3,3,At Risk
ORD-10906,129,1,1350000,2,3,3,At Risk
ORD-10907,136,1,500000,2,3,2,At Risk
ORD-10908,1,1,17000000,4,3,4,Champions
ORD-10909,67,1,8500000,3,3,4,Champions
ORD-10910,154,1,17000000,2,3,4,At Risk
ORD-10911,208,1,900000,1,3,3,At Risk
ORD-10912,165,1,1350000,1,3,3,At Risk
ORD-10913,122,1,450000,2,3,2,At Risk
ORD-10914,103,1,300000,3,3,1,Loyal
ORD-10915,104,1,25500000,3,3,4,Champions
ORD-10916,138,1,900000,2,3,3,At Risk
ORD-10917,98,1,300000,3,3,1,Loyal
ORD-10918,136,1,17000000,2,3,4,At Risk
ORD-10919,76,1,3600000,3,3,4,Champions
ORD-10920,68,1,450000,3,3,2,Loyal
ORD-10921,175,1,450000,1,3,2,At Risk
ORD-10922,155,1,250000,2,3,1,At Risk
ORD-10923,54,1,300000,3,3,1,Loyal
ORD-10924,212,1,1200000,1,3,3,At Risk
ORD-10925,139,1,1350000,2,3,3,At Risk
ORD-10926,37,1,300000,4,3,1,Loyal
ORD-10927,142,1,1200000,2,3,3,At Risk
ORD-10928,206,1,450000,1,3,2,At Risk
ORD-10929,74,1,750000,3,3,2,Loyal
ORD-10930,2,1,250000,4,3,1,Loyal
ORD-10931,112,1,500000,2,3,2,At Risk
ORD-10932,156,1,450000,2,3,2,At Risk
ORD-10933,115,1,300000,2,3,1,At Risk
ORD-10934,80,1,250000,3,3,1,Loyal
ORD-10935,98,1,1350000,3,3,3,Champions
ORD-10936,70,1,750000,3,3,2,Loyal
ORD-10937,61,1,8500000,3,3,4,Champions
ORD-10938,185,1,450000,1,3,2,At Risk
ORD-10939,169,1,150000,1,3,1,At Risk
ORD-10940,167,1,1200000,1,3,3,At Risk
ORD-10941,21,1,300000,4,3,1,Loyal
ORD-10942,101,1,150000,3,3,1,Loyal
ORD-10943,218,1,25500000,1,3,4,At Risk
ORD-10944,112,1,25500000,2,3,4,At Risk
ORD-10945,45,1,750000,4,3,2,Loyal
ORD-10946,196,1,3600000,1,3,4,At Risk
ORD-10947,177,1,250000,1,3,1,At Risk
ORD-10948,132,1,17000000,2,3,4,At Risk
ORD-10949,119,1,500000,2,3,2,At Risk
ORD-10950,124,1,17000000,2,3,4,At Risk
ORD-10951,144,1,500000,2,3,2,At Risk
ORD-10952,166,1,450000,1,3,2,At Risk
ORD-10953,25,1,17000000,4,3,4,Champions
ORD-10954,72,1,17000000,3,3,4,Champions
ORD-10955,65,1,150000,3,3,1,Loyal
ORD-10956,7,1,1350000,4,3,3,Champions
ORD-10957,27,1,25500000,4,3,4,Champions
ORD-10958,130,1,250000,2,3,1,At Risk
ORD-10959,180,1,500000,1,3,2,At Risk
ORD-10960,108,1,1200000,2,3,3,At Risk
ORD-10961,130,1,450000,2,3,2,At Risk
ORD-10962,169,1,900000,1,3,3,At Risk
ORD-10963,94,1,1350000,3,3,3,Champions
ORD-10964,30,1,750000,4,3,2,Loyal
ORD-10965,53,1,450000,4,3,2,Loyal
ORD-10966,138,1,3600000,2,3,4,At Risk
ORD-10967,17,1,900000,4,3,3,Champions
ORD-10968,68,1,450000,3,3,2,Loyal
ORD-10969,132,1,17000000,2,3,4,At Risk
ORD-10970,54,1,250000,3,3,1,Loyal
ORD-10971,92,1,1350000,3,3,3,Champions
ORD-10972,139,1,300000,2,3,1,At Risk
ORD-10973,213,1,3600000,1,3,4,At Risk
ORD-10974,112,1,450000,2,3,2,At Risk
ORD-10975,171,1,8500000,1,3,4,At Risk
ORD-10976,137,1,250000,2,3,1,At Risk
ORD-10977,202,1,150000,1,3,1,At Risk
ORD-10978,169,1,900000,1,3,3,At Risk
ORD-10979,183,1,750000,1,3,2,At Risk
ORD-10980,204,1,500000,1,3,2,At Risk
ORD-10981,130,1,8500000,2,3,4,At Risk
ORD-10982,113,1,900000,2,3,3,At Risk
ORD-10983,175,1,500000,1,3,2,At Risk
ORD-10984,94,1,1350000,3,3,3,Champions
ORD-10985,182,1,450000,1,3,2,At Risk
ORD-10986,124,1,750000,2,3,2,At Risk
ORD-10987,128,1,8500000,2,3,4,At Risk
ORD-10988,111,1,25500000,2,3,4,At Risk
ORD-10989,144,1,500000,2,3,2,At Risk
ORD-10990,29,1,300000,4,3,1,Loyal
ORD-10991,144,1,450000,2,3,2,At Risk
ORD-10992,100,1,300000,3,3,1,Loyal
ORD-10993,3,1,250000,4,3,1,Loyal
ORD-10994,103,1,2400000,3,3,3,Champions
ORD-10995,17,1,900000,4,3,3,Champions
ORD-10996,87,1,8500000,3,3,4,Champions
ORD-10997,66,1,750000,3,3,2,Loyal
ORD-10998,87,1,900000,3,3,3,Champions
ORD-10999,123,1,450000,2,3,2,At Risk
ORD-11000,101,1,250000,3,3,1,Loyal
ORD-11001,65,1,17000000,3,3,4,Champions
ORD-11002,45,1,17000000,4,3,4,Champions
ORD-11003,217,1,2400000,1,3,3,At Risk
ORD-11004,110,1,2400000,2,3,3,At Risk
ORD-11005,140,1,17000000,2,3,4,At Risk
ORD-11006,188,1,1200000,1,3,3,At Risk
ORD-11007,145,1,900000,2,3,3,At Risk
ORD-11008,133,1,500000,2,3,2,At Risk
ORD-11009,50,1,2400000,4,3,3,Champions
ORD-11010,83,1,900000,3,3,3,Champions
ORD-11011,100,1,450000,3,3,2,Loyal
ORD-11012,113,1,2400000,2,3,3,At Risk
ORD-11013,88,1,1350000,3,3,3,Champions
ORD-11014,21,1,1200000,4,3,3,Champions
ORD-11015,187,1,1200000,1,3,3,At Risk
ORD-11016,207,1,1350000,1,3,3,At Risk
ORD-11017,124,1,1200000,2,3,3,At Risk
ORD-11018,206,1,2400000,1,3,3,At Risk
ORD-11019,120,1,3600000,2,3,4,At Risk
ORD-11020,127,1,150000,2,3,1,At Risk
ORD-11021,130,1,25500000,2,3,4,At Risk
ORD-11022,96,1,1350000,3,3,3,Champions
ORD-11023,85,1,8500000,3,3,4,Champions
ORD-11024,180,1,250000,1,3,1,At Risk
ORD-11025,153,1,25500000,2,3,4,At Risk
ORD-11026,187,1,450000,1,3,2,At Risk
ORD-11027,108,1,150000,2,3,1,At Risk
ORD-11028,74,1,300000,3,3,1,Loyal
ORD-11029,36,1,250000,4,3,1,Loyal
ORD-11030,99,1,250000,3,3,1,Loyal
ORD-11031,60,1,1350000,3,3,3,Champions
ORD-11032,216,1,150000,1,3,1,At Risk
ORD-11033,89,1,1200000,3,3,3,Champions
ORD-11034,94,1,3600000,3,3,4,Champions
ORD-11035,196,1,150000,1,3,1,At Risk
ORD-11036,78,1,1200000,3,3,3,Champions
ORD-11037,9,1,450000,4,3,2,Loyal
ORD-11038,49,1,2400000,4,3,3,Champions
ORD-11039,74,1,750000,3,3,2,Loyal
ORD-11040,81,1,25500000,3,3,4,Champions
ORD-11041,81,1,3600000,3,3,4,Champions
ORD-11042,63,1,300000,3,3,1,Loyal
ORD-11043,147,1,750000,2,3,2,At Risk
ORD-11044,102,1,2400000,3,3,3,Champions
ORD-11045,77,1,25500000,3,3,4,Champions
ORD-11046,79,1,2400000,3,3,3,Champions
ORD-11047,153,1,450000,2,3,2,At Risk
ORD-11048,171,1,2400000,1,3,3,At Risk
ORD-11049,95,1,450000,3,3,2,Loyal
ORD-11050,102,1,450000,3,3,2,Loyal
ORD-11051,93,1,17000000,3,3,4,Champions
ORD-11052,144,1,25500000,2,3,4,At Risk
ORD-11053,54,1,2400000,3,3,3,Champions
ORD-11054,27,1,750000,4,3,2,Loyal
ORD-11055,12,1,17000000,4,3,4,Champions
ORD-11056,109,1,2400000,2,3,3,At Risk
ORD-11057,75,1,1200000,3,3,3,Champions
ORD-11058,166,1,1200000,1,3,3,At Risk
ORD-11059,213,1,25500000,1,3,4,At Risk
ORD-11060,75,1,900000,3,3,3,Champions
ORD-11061,46,1,17000000,4,3,4,Champions
ORD-11062,12,1,250000,4,3,1,Loyal
ORD-11063,197,1,25500000,1,3,4,At Risk
ORD-11064,199,1,150000,1,3,1,At Risk
ORD-11065,154,1,2400000,2,3,3,At Risk
ORD-11066,133,1,300000,2,3,1,At Risk
ORD-11067,205,1,250000,1,3,1,At Risk
ORD-11068,85,1,1350000,3,3,3,Champions
ORD-11069,202,1,450000,1,3,2,At Risk
ORD-11070,204,1,17000000,1,3,4,At Risk
ORD-11071,71,1,450000,3,3,2,Loyal
ORD-11072,12,1,1200000,4,3,3,Champions
ORD-11073,182,1,750000,1,3,2,At Risk
ORD-11074,14,1,300000,4,3,1,Loyal
ORD-11075,19,1,2400000,4,3,3,Champions
ORD-11076,1,1,450000,4,3,2,Loyal
ORD-11077,171,1,250000,1,3,1,At Risk
ORD-11078,23,1,150000,4,3,1,Loyal
ORD-11079,50,1,900000,4,3,3,Champions
ORD-11080,138,1,250000,2,3,1,At Risk
ORD-11081,1,1,450000,4,3,2,Loyal
ORD-11082,21,1,3600000,4,3,4,Champions
ORD-11083,73,1,1350000,3,3,3,Champions
ORD-11084,1,1,900000,4,3,3,Champions
ORD-11085,39,1,300000,4,3,1,Loyal
ORD-11086,48,1,250000,4,3,1,Loyal
ORD-11087,9,1,750000,4,3,2,Loyal
ORD-11088,23,1,1200000,4,3,3,Champions
