order_id,order_date,category,product_name,unit_price,quantity,payment_method,payment_status,total_sales,order_month,order_day
ORD-10211,2026-02-27 01:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-02,Friday
ORD-10212,2026-03-24 18:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-03,Tuesday
ORD-10213,2026-01-07 02:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - QRIS,Pending,450000,2026-01,Wednesday
ORD-10214,2026-05-15 03:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-05,Friday
ORD-10215,2026-05-02 07:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-05,Saturday
ORD-10216,2026-03-14 06:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-03,Saturday
ORD-10217,2026-03-18 19:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-03,Wednesday
ORD-10218,2026-01-21 08:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-01,Wednesday
ORD-10219,2026-05-05 00:00:00,Accessories,Headphone Bluetooth,450000,3,E-Wallet,Paid,1350000,2026-05,Tuesday
ORD-10220,2026-03-23 15:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-03,Monday
ORD-10221,2026-04-10 09:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Failed,750000,2026-04,Friday
ORD-10222,2026-05-02 15:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-05,Saturday
ORD-10223,2026-07-17 08:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-07,Friday
ORD-10224,2026-03-17 02:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-03,Tuesday
ORD-10225,2026-06-19 05:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-06,Friday
ORD-10226,2026-05-21 09:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-05,Thursday
ORD-10227,2026-01-11 22:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-01,Sunday
ORD-10228,2026-01-26 23:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-01,Monday
ORD-10229,2026-02-12 08:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-02,Thursday
ORD-10230,2026-06-01 19:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-06,Monday
ORD-10231,2026-07-27 08:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - QRIS,Paid,300000,2026-07,Monday
ORD-10232,2026-03-27 09:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-03,Friday
ORD-10233,2026-06-05 03:00:00,Electronics,Laptop,8500000,2,Credit Card,Paid,17000000,2026-06,Friday
ORD-10234,2026-07-09 12:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-07,Thursday
ORD-10235,2026-05-10 12:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-05,Sunday
ORD-10236,2026-08-08 23:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-08,Saturday
ORD-10237,2026-06-20 10:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-06,Saturday
ORD-10238,2026-03-27 16:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-03,Friday
ORD-10239,2026-05-13 02:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Failed,900000,2026-05,Wednesday
ORD-10240,2026-03-12 02:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-03,Thursday
ORD-10241,2026-04-04 23:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-04,Saturday
ORD-10242,2026-02-18 02:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-02,Wednesday
ORD-10243,2026-07-07 11:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - QRIS,Paid,3600000,2026-07,Tuesday
ORD-10244,2026-05-13 23:00:00,Home & Living,Lampu Meja,150000,3,E-Wallet,Paid,450000,2026-05,Wednesday
ORD-10245,2026-03-12 16:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-03,Thursday
ORD-10246,2026-06-16 07:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-06,Tuesday
ORD-10247,2026-07-16 19:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-07,Thursday
ORD-10248,2026-07-15 02:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-07,Wednesday
ORD-10249,2026-03-10 16:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Paid,250000,2026-03,Tuesday
ORD-10250,2026-03-02 05:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-03,Monday
ORD-10251,2026-06-24 23:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-06,Wednesday
ORD-10252,2026-06-13 11:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-06,Saturday
ORD-10253,2026-01-11 13:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-01,Sunday
ORD-10254,2026-05-13 15:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-05,Wednesday
ORD-10255,2026-04-17 13:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-04,Friday
ORD-10256,2026-01-05 02:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-01,Monday
ORD-10257,2026-04-02 16:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-04,Thursday
ORD-10258,2026-05-04 09:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-05,Monday
ORD-10259,2026-07-27 05:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-07,Monday
ORD-10260,2026-07-04 17:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-07,Saturday
ORD-10261,2026-06-07 09:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-06,Sunday
ORD-10262,2026-04-30 13:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-04,Thursday
ORD-10263,2026-05-15 18:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Paid,1200000,2026-05,Friday
ORD-10264,2026-06-07 23:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-06,Sunday
ORD-10265,2026-02-09 20:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-02,Monday
ORD-10266,2026-06-19 11:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-06,Friday
ORD-10267,2026-01-07 16:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-01,Wednesday
ORD-10268,2026-07-07 05:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-07,Tuesday
ORD-10269,2026-02-24 04:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-02,Tuesday
ORD-10270,2026-07-24 15:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-07,Friday
ORD-10271,2026-06-16 03:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-06,Tuesday
ORD-10272,2026-03-05 15:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-03,Thursday
ORD-10273,2026-08-07 22:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-08,Friday
ORD-10274,2026-02-20 18:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Failed,450000,2026-02,Friday
ORD-10275,2026-07-07 08:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-07,Tuesday
ORD-10276,2026-07-17 07:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-07,Friday
ORD-10277,2026-05-10 08:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-05,Sunday
ORD-10278,2026-04-24 23:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Pending,900000,2026-04,Friday
ORD-10279,2026-07-09 19:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-07,Thursday
ORD-10280,2026-02-09 18:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-02,Monday
ORD-10281,2026-07-10 05:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-07,Friday
ORD-10282,2026-05-24 14:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-05,Sunday
ORD-10283,2026-02-13 13:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-02,Friday
ORD-10284,2026-03-12 13:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-03,Thursday
ORD-10285,2026-05-24 04:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Pending,1200000,2026-05,Sunday
ORD-10286,2026-01-24 10:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-01,Saturday
ORD-10287,2026-04-14 13:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-04,Tuesday
ORD-10288,2026-05-20 18:00:00,Home & Living,Lampu Meja,150000,3,E-Wallet,Paid,450000,2026-05,Wednesday
ORD-10289,2026-01-10 09:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-01,Saturday
ORD-10290,2026-07-23 21:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-07,Thursday
ORD-10291,2026-02-09 23:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-02,Monday
ORD-10292,2026-07-09 12:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-07,Thursday
ORD-10293,2026-05-08 19:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-05,Friday
ORD-10294,2026-02-03 23:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-02,Tuesday
ORD-10295,2026-07-18 02:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-07,Saturday
ORD-10296,2026-07-13 10:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Failed,8500000,2026-07,Monday
ORD-10297,2026-05-11 00:00:00,Accessories,Headphone Bluetooth,450000,3,Credit Card,Paid,1350000,2026-05,Monday
ORD-10298,2026-01-01 16:00:00,Electronics,Laptop,8500000,3,Credit Card,Failed,25500000,2026-01,Thursday
ORD-10299,2026-02-21 19:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-02,Saturday
ORD-10300,2026-04-02 21:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Paid,250000,2026-04,Thursday
ORD-10301,2026-04-16 04:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Paid,25500000,2026-04,Thursday
ORD-10302,2026-02-14 13:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-02,Saturday
ORD-10303,2026-05-24 12:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-05,Sunday
ORD-10304,2026-04-17 21:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-04,Friday
ORD-10305,2026-02-14 04:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-02,Saturday
ORD-10306,2026-04-07 23:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-04,Tuesday
ORD-10307,2026-05-23 12:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-05,Saturday
ORD-10308,2026-01-13 13:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-01,Tuesday
ORD-10309,2026-06-28 04:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - QRIS,Failed,3600000,2026-06,Sunday
ORD-10310,2026-01-26 06:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-01,Monday
ORD-10311,2026-05-13 02:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-05,Wednesday
ORD-10312,2026-01-30 03:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-01,Friday
ORD-10313,2026-08-01 00:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-08,Saturday
ORD-10314,2026-02-17 11:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-02,Tuesday
ORD-10315,2026-01-08 22:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-01,Thursday
ORD-10316,2026-04-06 20:00:00,Electronics,Laptop,8500000,2,Credit Card,Pending,17000000,2026-04,Monday
ORD-10317,2026-02-10 20:00:00,Electronics,Laptop,8500000,2,E-Wallet,Paid,17000000,2026-02,Tuesday
ORD-10318,2026-05-04 23:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-05,Monday
ORD-10319,2026-02-19 08:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Failed,450000,2026-02,Thursday
ORD-10320,2026-05-19 15:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-05,Tuesday
ORD-10321,2026-05-22 10:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-05,Friday
ORD-10322,2026-01-06 07:00:00,Electronics,Laptop,8500000,3,Credit Card,Pending,25500000,2026-01,Tuesday
ORD-10323,2026-03-28 01:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-03,Saturday
ORD-10324,2026-03-17 16:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-03,Tuesday
ORD-10325,2026-01-24 17:00:00,Accessories,Headphone Bluetooth,450000,3,Credit Card,Paid,1350000,2026-01,Saturday
ORD-10326,2026-03-20 23:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-03,Friday
ORD-10327,2026-04-24 21:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-04,Friday
ORD-10328,2026-06-10 23:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-06,Wednesday
ORD-10329,2026-07-16 17:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Failed,25500000,2026-07,Thursday
ORD-10330,2026-06-17 06:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-06,Wednesday
ORD-10331,2026-05-01 21:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Paid,2400000,2026-05,Friday
ORD-10332,2026-03-12 06:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-03,Thursday
ORD-10333,2026-05-06 09:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-05,Wednesday
ORD-10334,2026-01-07 10:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-01,Wednesday
ORD-10335,2026-04-16 17:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-04,Thursday
ORD-10336,2026-02-28 17:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Pending,1200000,2026-02,Saturday
ORD-10337,2026-06-19 01:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-06,Friday
ORD-10338,2026-02-02 16:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - QRIS,Paid,300000,2026-02,Monday
ORD-10339,2026-05-13 07:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Paid,2400000,2026-05,Wednesday
ORD-10340,2026-06-30 21:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-06,Tuesday
ORD-10341,2026-04-27 22:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-04,Monday
ORD-10342,2026-01-23 09:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-01,Friday
ORD-10343,2026-03-18 17:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-03,Wednesday
ORD-10344,2026-07-29 00:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-07,Wednesday
ORD-10345,2026-04-13 07:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-04,Monday
ORD-10346,2026-01-22 20:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-01,Thursday
ORD-10347,2026-05-03 22:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-05,Sunday
ORD-10348,2026-06-22 03:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-06,Monday
ORD-10349,2026-07-19 04:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-07,Sunday
ORD-10350,2026-06-21 11:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-06,Sunday
ORD-10351,2026-04-09 16:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-04,Thursday
ORD-10352,2026-06-10 07:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-06,Wednesday
ORD-10353,2026-07-07 07:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-07,Tuesday
ORD-10354,2026-04-23 13:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-04,Thursday
ORD-10355,2026-02-10 11:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-02,Tuesday
ORD-10356,2026-02-18 14:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-02,Wednesday
ORD-10357,2026-08-06 03:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Pending,25500000,2026-08,Thursday
ORD-10358,2026-07-25 09:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-07,Saturday
ORD-10359,2026-04-26 14:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-04,Sunday
ORD-10360,2026-03-24 14:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-03,Tuesday
ORD-10361,2026-02-05 13:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-02,Thursday
ORD-10362,2026-06-22 18:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - QRIS,Paid,450000,2026-06,Monday
ORD-10363,2026-06-05 16:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-06,Friday
ORD-10364,2026-06-07 01:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-06,Sunday
ORD-10365,2026-01-24 22:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-01,Saturday
ORD-10366,2026-05-16 21:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-05,Saturday
ORD-10367,2026-02-17 20:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-02,Tuesday
ORD-10368,2026-03-13 11:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-03,Friday
ORD-10369,2026-07-19 01:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Failed,3600000,2026-07,Sunday
ORD-10370,2026-07-25 13:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-07,Saturday
ORD-10371,2026-06-10 14:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-06,Wednesday
ORD-10372,2026-08-04 13:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Pending,450000,2026-08,Tuesday
ORD-10373,2026-04-14 19:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-04,Tuesday
ORD-10374,2026-04-21 20:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-04,Tuesday
ORD-10375,2026-05-11 04:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-05,Monday
ORD-10376,2026-05-08 03:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Paid,25500000,2026-05,Friday
ORD-10377,2026-01-01 04:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-01,Thursday
ORD-10378,2026-08-06 14:00:00,Accessories,Headphone Bluetooth,450000,3,E-Wallet,Paid,1350000,2026-08,Thursday
ORD-10379,2026-07-22 21:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-07,Wednesday
ORD-10380,2026-02-06 12:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-02,Friday
ORD-10381,2026-02-11 07:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-02,Wednesday
ORD-10382,2026-06-22 14:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-06,Monday
ORD-10383,2026-07-01 20:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-07,Wednesday
ORD-10384,2026-07-06 01:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-07,Monday
ORD-10385,2026-01-27 11:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-01,Tuesday
ORD-10386,2026-08-06 17:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-08,Thursday
ORD-10387,2026-03-12 13:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-03,Thursday
ORD-10388,2026-03-12 02:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-03,Thursday
ORD-10389,2026-07-18 00:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-07,Saturday
ORD-10390,2026-01-05 23:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - QRIS,Paid,300000,2026-01,Monday
ORD-10391,2026-02-04 14:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-02,Wednesday
ORD-10392,2026-06-03 03:00:00,Accessories,Headphone Bluetooth,450000,3,Credit Card,Paid,1350000,2026-06,Wednesday
ORD-10393,2026-08-04 17:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-08,Tuesday
ORD-10394,2026-02-27 01:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Pending,450000,2026-02,Friday
ORD-10395,2026-01-31 20:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-01,Saturday
ORD-10396,2026-01-05 20:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-01,Monday
ORD-10397,2026-04-29 06:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-04,Wednesday
ORD-10398,2026-02-17 22:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-02,Tuesday
ORD-10399,2026-03-22 11:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-03,Sunday
ORD-10400,2026-02-12 04:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-02,Thursday
ORD-10401,2026-03-11 08:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-03,Wednesday
ORD-10402,2026-02-15 01:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-02,Sunday
ORD-10403,2026-07-17 01:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-07,Friday
ORD-10404,2026-01-22 08:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Pending,450000,2026-01,Thursday
ORD-10405,2026-04-29 17:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - QRIS,Paid,450000,2026-04,Wednesday
ORD-10406,2026-08-06 07:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-08,Thursday
ORD-10407,2026-08-07 05:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-08,Friday
ORD-10408,2026-01-24 07:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-01,Saturday
ORD-10409,2026-06-03 00:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-06,Wednesday
ORD-10410,2026-07-10 23:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-07,Friday
ORD-10411,2026-07-28 00:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-07,Tuesday
ORD-10412,2026-05-20 07:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-05,Wednesday
ORD-10413,2026-06-19 14:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-06,Friday
ORD-10414,2026-07-19 23:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Paid,1200000,2026-07,Sunday
ORD-10415,2026-03-03 06:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-03,Tuesday
ORD-10416,2026-01-25 04:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-01,Sunday
ORD-10417,2026-04-06 14:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-04,Monday
ORD-10418,2026-05-12 03:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-05,Tuesday
ORD-10419,2026-06-27 01:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-06,Saturday
ORD-10420,2026-03-11 23:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-03,Wednesday
